,graphid,sketch,anomaly,anom_count
258,217,"[1043, 850, 191, 129, 198, 198, 198, 198, 198, 198, 189, 198, 198, 51, 108, 0, 0, 123, 13, 129, 62, 103, 0, 59, 496, 10, 157, 0, 7, 112, 109, 0, 4, 0, 411, 92, 32, 66, 36, 66, 36, 0, 0, 40, 25, 32, 30, 50, 29, 0, 0, 0, 0, 0, 0, 0, 25, 39, 0, 0, 0, 30, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 409, 0, 33, 16, 0, 28, 0, 0, 24, 0, 22, 72, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 24, 1, 0, 0, 275, 0, 23, 12, 0, 8, 0, 0, 0, 4, 0, 0, 12, 3, 15, 17, 0]",0,0
259,136,"[1062, 867, 354, 252, 198, 198, 198, 198, 198, 198, 51, 0, 0, 203, 23, 0, 0, 9, 0, 120, 72, 103, 0, 66, 0, 0, 128, 0, 97, 105, 101, 0, 137, 116, 0, 31, 41, 7, 47, 4, 52, 0, 0, 48, 34, 0, 35, 42, 51, 198, 198, 198, 119, 0, 198, 0, 24, 43, 0, 0, 0, 94, 0, 33, 0, 0, 0, 0, 293, 0, 0, 0, 2, 0, 0, 0, 0, 0, 35, 20, 0, 17, 0, 0, 31, 0, 18, 41, 0, 0, 0, 0, 65, 65, 0, 20, 0, 0, 0, 0, 0, 184, 0, 0, 0, 27, 0, 1, 32, 0, 0, 0, 0, 26, 14, 0, 13, 0, 0, 0, 0, 25, 0, 15, 2, 9, 16, 27]",0,0
260,147,"[840, 690, 364, 261, 198, 198, 198, 198, 198, 198, 174, 0, 0, 191, 123, 0, 0, 99, 0, 89, 97, 3, 0, 90, 0, 84, 0, 0, 129, 76, 77, 0, 123, 134, 0, 76, 56, 75, 51, 74, 40, 0, 0, 32, 32, 21, 27, 30, 32, 198, 198, 198, 0, 0, 198, 0, 37, 57, 0, 0, 0, 106, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 26, 22, 0, 24, 0, 0, 28, 0, 26, 0, 0, 0, 0, 0, 68, 68, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 25, 39, 0, 0, 0, 0, 0, 11, 0, 21, 0, 0, 0, 1, 37, 0, 22, 3, 13, 18, 0]",0,0
261,189,"[1025, 820, 363, 230, 198, 198, 198, 198, 198, 198, 24, 198, 198, 15, 17, 198, 198, 2, 2, 146, 79, 120, 0, 80, 469, 101, 0, 0, 26, 114, 115, 132, 0, 0, 441, 0, 65, 2, 57, 3, 39, 398, 0, 40, 36, 101, 27, 61, 29, 0, 0, 0, 42, 0, 0, 0, 52, 47, 0, 0, 0, 9, 0, 42, 0, 0, 0, 0, 0, 184, 0, 0, 0, 0, 0, 0, 0, 72, 41, 32, 64, 26, 0, 0, 33, 0, 28, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 14, 0, 0, 8, 0, 0, 0, 0, 18, 8, 0, 6, 0, 7, 0, 35, 2, 4, 24, 2, 11, 19, 4]",0,0
262,208,"[841, 503, 276, 168, 198, 198, 198, 198, 198, 198, 259, 198, 198, 227, 114, 0, 0, 130, 0, 124, 43, 63, 122, 57, 0, 7, 28, 0, 30, 73, 76, 0, 128, 148, 0, 0, 44, 71, 35, 63, 80, 0, 0, 90, 71, 0, 78, 34, 25, 0, 0, 0, 105, 0, 0, 0, 33, 23, 271, 0, 0, 115, 0, 30, 0, 0, 95, 77, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 24, 12, 0, 13, 0, 190, 30, 0, 16, 3, 0, 0, 0, 13, 70, 62, 0, 67, 0, 0, 0, 0, 52, 0, 38, 47, 0, 14, 0, 0, 12, 0, 0, 0, 0, 0, 28, 0, 18, 0, 0, 0, 0, 2, 0, 11, 25, 23, 4, 27]",0,41
263,5,"[771, 511, 377, 280, 198, 198, 198, 198, 198, 198, 227, 0, 0, 21, 81, 0, 0, 67, 612, 143, 92, 147, 137, 84, 0, 110, 0, 528, 8, 82, 100, 269, 0, 133, 0, 61, 45, 30, 46, 34, 32, 281, 0, 35, 28, 175, 29, 59, 54, 0, 0, 0, 0, 0, 0, 300, 31, 46, 0, 0, 0, 19, 0, 15, 0, 11, 113, 95, 0, 75, 0, 0, 7, 0, 0, 0, 96, 0, 28, 26, 0, 34, 93, 0, 21, 0, 25, 0, 0, 0, 0, 21, 0, 1, 112, 26, 198, 198, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 2, 0, 0, 8, 0, 70, 9, 0, 9, 0, 0, 0, 45, 0, 0, 17, 1, 11, 15, 0]",0,0
264,332,"[879, 772, 339, 264, 198, 198, 198, 198, 198, 198, 278, 198, 198, 25, 132, 198, 198, 133, 0, 47, 84, 11, 0, 67, 439, 103, 141, 0, 109, 40, 41, 21, 1, 0, 387, 112, 49, 59, 57, 64, 25, 0, 0, 24, 20, 32, 17, 36, 85, 0, 0, 0, 0, 0, 0, 0, 24, 43, 0, 0, 0, 18, 448, 43, 0, 0, 0, 0, 0, 0, 0, 13, 24, 0, 0, 0, 0, 0, 32, 29, 0, 27, 0, 0, 28, 0, 25, 45, 0, 310, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 44, 25, 0, 0, 0, 0, 33, 8, 198, 20, 0, 0, 0, 1, 22, 0, 15, 3, 5, 21, 0]",0,0
265,216,"[981, 850, 219, 153, 198, 198, 198, 198, 198, 198, 214, 198, 198, 34, 139, 198, 198, 116, 26, 101, 78, 149, 0, 79, 513, 14, 19, 1, 138, 90, 86, 0, 2, 0, 442, 0, 50, 77, 49, 71, 33, 0, 0, 30, 21, 147, 22, 56, 38, 0, 0, 0, 0, 0, 0, 0, 37, 58, 0, 0, 0, 16, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 425, 0, 0, 25, 0, 35, 0, 0, 0, 0, 22, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 42, 0, 0, 262, 0, 36, 13, 0, 25, 0, 0, 0, 98, 33, 0, 20, 3, 5, 24, 0]",0,0
266,185,"[1020, 709, 322, 200, 198, 198, 198, 198, 198, 198, 232, 198, 198, 19, 113, 198, 198, 121, 0, 78, 78, 76, 40, 67, 366, 21, 97, 0, 39, 49, 53, 29, 1, 0, 336, 49, 43, 78, 52, 76, 105, 335, 0, 90, 65, 0, 76, 28, 28, 0, 0, 0, 26, 0, 0, 0, 46, 23, 0, 0, 0, 11, 0, 36, 0, 0, 80, 85, 0, 235, 0, 0, 22, 0, 0, 0, 0, 0, 18, 15, 0, 15, 0, 0, 28, 0, 17, 43, 0, 0, 0, 13, 1, 0, 3, 0, 0, 0, 0, 0, 48, 0, 31, 42, 0, 15, 0, 10, 15, 0, 0, 0, 0, 0, 29, 0, 6, 0, 0, 0, 0, 5, 0, 10, 35, 22, 10, 3]",0,0
267,271,"[1088, 716, 403, 257, 198, 198, 198, 81, 198, 71, 20, 17, 2, 10, 17, 198, 198, 2, 459, 101, 74, 79, 122, 76, 0, 69, 201, 424, 255, 62, 65, 0, 0, 0, 0, 0, 48, 2, 48, 2, 111, 0, 0, 103, 89, 0, 89, 35, 54, 0, 0, 0, 150, 0, 0, 0, 23, 94, 173, 0, 0, 9, 70, 54, 0, 0, 86, 86, 0, 0, 0, 0, 2, 184, 0, 0, 0, 0, 30, 25, 0, 17, 0, 51, 34, 0, 20, 89, 0, 7, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 53, 65, 0, 58, 0, 0, 53, 61, 0, 0, 0, 33, 33, 0, 11, 0, 0, 0, 0, 86, 0, 8, 27, 30, 5, 44]",0,0
268,330,"[999, 602, 379, 203, 198, 198, 198, 198, 198, 198, 26, 198, 198, 170, 19, 198, 198, 3, 0, 140, 56, 49, 144, 60, 229, 6, 167, 0, 34, 81, 91, 97, 53, 0, 108, 0, 63, 3, 60, 2, 119, 0, 0, 98, 85, 156, 86, 28, 52, 0, 0, 0, 59, 0, 0, 0, 37, 38, 0, 0, 0, 57, 229, 45, 0, 0, 91, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 28, 0, 12, 0, 0, 17, 0, 10, 59, 0, 147, 0, 13, 26, 24, 20, 0, 0, 0, 0, 57, 65, 0, 47, 78, 0, 11, 0, 0, 11, 0, 0, 0, 0, 0, 24, 5, 20, 0, 0, 0, 52, 5, 0, 7, 26, 19, 11, 6]",0,0
269,193,"[1334, 1200, 320, 260, 198, 198, 198, 198, 198, 198, 219, 198, 198, 209, 131, 0, 0, 125, 0, 72, 53, 74, 0, 56, 0, 64, 56, 0, 21, 63, 63, 99, 139, 0, 0, 81, 34, 69, 32, 68, 27, 0, 0, 24, 19, 0, 19, 36, 36, 0, 0, 0, 28, 0, 0, 0, 23, 27, 0, 0, 0, 88, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 311, 34, 18, 0, 17, 0, 0, 25, 0, 30, 11, 0, 0, 0, 0, 71, 69, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 20, 8, 0, 0, 0, 0, 15, 7, 198, 9, 0, 182, 0, 0, 1, 0, 12, 1, 6, 8, 2]",0,0
270,394,"[1180, 1049, 291, 225, 198, 198, 198, 198, 198, 198, 236, 198, 198, 0, 125, 198, 198, 115, 0, 66, 81, 168, 0, 60, 0, 70, 0, 0, 23, 63, 62, 0, 0, 106, 0, 0, 47, 55, 50, 57, 24, 0, 0, 21, 21, 87, 11, 48, 28, 0, 0, 0, 26, 0, 0, 0, 35, 18, 0, 0, 0, 0, 51, 43, 48, 0, 0, 0, 0, 0, 0, 0, 34, 268, 0, 0, 0, 0, 35, 25, 0, 19, 0, 0, 32, 0, 24, 0, 0, 2, 3, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 8, 94, 0, 0, 0, 0, 3, 0, 22, 0, 0, 0, 27, 0, 0, 15, 1, 8, 20, 1]",0,1
271,19,"[145, 90, 153, 109, 198, 198, 198, 198, 198, 198, 209, 0, 0, 169, 88, 0, 0, 151, 450, 7, 30, 96, 3, 30, 0, 10, 3, 250, 7, 6, 6, 13, 34, 81, 0, 0, 20, 57, 20, 58, 7, 0, 0, 7, 11, 52, 6, 35, 15, 0, 0, 0, 0, 1953, 0, 0, 24, 13, 0, 1888, 0, 46, 0, 0, 0, 53, 27, 38, 0, 0, 0, 0, 31, 0, 0, 5, 0, 326, 11, 14, 0, 12, 0, 0, 2, 0, 15, 0, 0, 0, 0, 22, 8, 9, 0, 38, 198, 198, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 48, 4, 0, 224, 0, 15, 1, 0, 6, 0, 2, 8, 0]",0,0
272,257,"[1157, 1006, 254, 186, 198, 198, 198, 198, 198, 198, 240, 198, 198, 29, 165, 198, 198, 122, 447, 81, 59, 12, 0, 50, 0, 89, 0, 400, 130, 74, 71, 56, 1, 0, 0, 0, 36, 77, 39, 83, 37, 0, 0, 35, 26, 0, 22, 38, 21, 0, 0, 0, 91, 0, 0, 0, 22, 35, 0, 0, 0, 7, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 324, 38, 18, 0, 21, 0, 0, 32, 0, 22, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 32, 0, 0, 0, 0, 0, 10, 0, 7, 0, 206, 0, 0, 42, 0, 11, 1, 10, 18, 47]",0,30
273,375,"[961, 677, 280, 184, 198, 198, 198, 198, 198, 198, 182, 198, 198, 213, 159, 198, 198, 86, 0, 90, 58, 77, 44, 61, 0, 19, 212, 0, 10, 57, 53, 0, 149, 47, 0, 0, 46, 75, 48, 70, 87, 0, 0, 106, 70, 114, 77, 41, 54, 0, 0, 0, 34, 0, 0, 0, 39, 41, 322, 0, 0, 0, 0, 47, 0, 0, 46, 38, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 39, 15, 0, 19, 0, 215, 27, 0, 14, 92, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 84, 0, 50, 0, 29, 45, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 28, 0, 5, 0, 0, 0, 31, 1, 0, 7, 29, 26, 10, 1]",0,0
274,477,"[968, 497, 251, 145, 198, 198, 198, 198, 198, 198, 200, 198, 198, 0, 15, 198, 198, 107, 0, 56, 39, 5, 90, 38, 0, 77, 179, 0, 84, 35, 30, 0, 0, 0, 0, 0, 25, 10, 27, 8, 62, 0, 0, 56, 47, 35, 47, 0, 35, 0, 0, 0, 100, 0, 0, 342, 11, 28, 0, 0, 204, 0, 0, 38, 0, 0, 47, 53, 0, 0, 0, 0, 2, 0, 135, 0, 0, 0, 17, 9, 0, 13, 233, 0, 13, 512, 0, 89, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 93, 56, 34, 0, 35, 32, 0, 22, 0, 0, 26, 0, 0, 0, 0, 20, 15, 0, 4, 0, 0, 140, 2, 22, 0, 8, 21, 17, 1, 36]",1,291
275,89,"[0, 0, 471, 323, 198, 198, 198, 198, 198, 198, 196, 0, 0, 210, 139, 0, 0, 104, 0, 66, 85, 4, 199, 94, 0, 110, 0, 0, 42, 0, 0, 42, 148, 154, 0, 0, 72, 70, 73, 64, 0, 0, 0, 0, 107, 190, 125, 28, 49, 198, 198, 0, 0, 0, 0, 0, 47, 42, 0, 0, 0, 87, 0, 52, 0, 0, 0, 0, 344, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 31, 0, 26, 0, 0, 0, 0, 25, 0, 0, 0, 0, 56, 61, 61, 4, 49, 0, 0, 0, 0, 0, 213, 54, 0, 0, 16, 0, 0, 12, 0, 0, 0, 0, 30, 35, 198, 23, 0, 0, 0, 79, 5, 0, 14, 45, 26, 16, 0]",0,0
276,109,"[0, 0, 334, 245, 198, 198, 198, 198, 198, 198, 249, 0, 0, 291, 126, 0, 0, 94, 0, 0, 97, 116, 0, 96, 0, 28, 0, 0, 0, 0, 0, 354, 146, 0, 0, 254, 89, 41, 85, 37, 0, 0, 0, 0, 26, 0, 31, 39, 73, 198, 198, 198, 0, 0, 198, 0, 62, 39, 0, 0, 0, 135, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 415, 0, 0, 71, 0, 51, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 69, 66, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 198, 0, 198, 95, 0, 0, 0, 271, 0, 39, 14, 0, 28, 0, 0, 0, 0, 0, 0, 29, 3, 15, 27, 0]",0,0
277,203,"[906, 613, 300, 183, 198, 198, 198, 198, 198, 198, 226, 198, 198, 204, 121, 198, 198, 127, 0, 112, 62, 2, 5, 66, 0, 76, 0, 0, 0, 80, 75, 201, 142, 25, 0, 0, 42, 72, 47, 71, 117, 0, 0, 107, 80, 173, 83, 30, 36, 0, 0, 0, 0, 0, 0, 254, 51, 38, 0, 0, 0, 93, 0, 32, 0, 0, 5, 6, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 23, 13, 0, 21, 161, 0, 30, 0, 15, 0, 0, 0, 0, 0, 61, 62, 87, 1, 0, 0, 0, 0, 61, 0, 37, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 9, 0, 0, 0, 69, 0, 0, 11, 44, 27, 9, 0]",0,44
278,377,"[935, 666, 304, 202, 198, 198, 198, 198, 198, 198, 234, 198, 198, 226, 119, 198, 198, 137, 0, 39, 63, 6, 95, 56, 0, 77, 80, 0, 81, 30, 24, 56, 172, 0, 0, 0, 42, 69, 39, 70, 84, 0, 0, 82, 70, 0, 65, 34, 17, 0, 0, 0, 108, 0, 0, 0, 36, 34, 323, 0, 0, 0, 0, 25, 0, 0, 76, 80, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 16, 15, 0, 24, 0, 210, 18, 0, 20, 21, 0, 0, 0, 5, 0, 0, 9, 0, 0, 0, 71, 0, 51, 0, 27, 50, 0, 14, 0, 0, 21, 0, 0, 0, 0, 0, 11, 0, 4, 0, 0, 0, 0, 28, 0, 5, 25, 15, 6, 39]",0,0
279,47,"[0, 0, 468, 275, 198, 198, 0, 198, 0, 198, 34, 0, 0, 228, 28, 0, 0, 3, 0, 0, 74, 189, 0, 59, 0, 9, 0, 0, 10, 0, 0, 140, 177, 166, 0, 0, 51, 2, 53, 4, 0, 0, 0, 0, 36, 190, 44, 79, 49, 214, 111, 198, 0, 0, 198, 0, 52, 49, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 28, 551, 24, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 51, 51, 32, 52, 92, 23, 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 29, 14, 0, 10, 0, 0, 0, 58, 0, 343, 19, 10, 14, 17, 0]",0,29
280,292,"[784, 406, 256, 158, 198, 198, 198, 198, 198, 198, 214, 198, 198, 223, 83, 0, 0, 153, 0, 100, 46, 15, 347, 45, 0, 181, 23, 0, 70, 57, 58, 73, 122, 0, 0, 95, 57, 62, 38, 60, 74, 320, 0, 72, 80, 0, 73, 46, 67, 0, 0, 0, 0, 0, 0, 0, 22, 16, 0, 0, 0, 110, 0, 23, 87, 0, 187, 180, 0, 145, 0, 0, 22, 0, 0, 0, 0, 0, 16, 16, 0, 10, 0, 0, 13, 0, 26, 0, 0, 0, 14, 78, 65, 64, 20, 0, 0, 0, 0, 0, 33, 0, 25, 37, 0, 17, 0, 32, 19, 0, 0, 0, 61, 14, 19, 0, 16, 0, 0, 0, 0, 23, 0, 14, 30, 14, 9, 0]",0,2
281,80,"[0, 0, 600, 489, 198, 198, 198, 198, 198, 198, 215, 0, 0, 305, 132, 0, 0, 117, 0, 0, 137, 128, 0, 131, 0, 5, 227, 0, 0, 0, 0, 0, 138, 50, 0, 0, 77, 69, 77, 70, 0, 0, 0, 0, 26, 170, 27, 53, 70, 198, 198, 0, 72, 0, 0, 0, 72, 56, 0, 0, 0, 115, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 46, 446, 34, 0, 0, 0, 0, 25, 78, 0, 0, 0, 0, 46, 54, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 6, 0, 31, 0, 0, 0, 41, 0, 289, 23, 0, 7, 17, 7]",0,0
282,161,"[1218, 1104, 336, 264, 198, 198, 198, 196, 198, 160, 174, 198, 198, 40, 123, 198, 198, 106, 0, 56, 72, 102, 0, 73, 0, 4, 20, 0, 0, 55, 52, 0, 3, 75, 0, 0, 38, 68, 35, 68, 24, 0, 0, 21, 16, 0, 17, 36, 24, 0, 0, 0, 70, 0, 0, 0, 40, 51, 0, 0, 0, 11, 0, 33, 0, 16, 0, 0, 0, 0, 0, 612, 55, 0, 0, 1, 364, 0, 33, 19, 0, 18, 0, 0, 33, 0, 15, 2, 541, 0, 0, 0, 0, 1, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 242, 0, 0, 5, 0, 4, 0, 0, 0, 0, 0, 0, 19, 0, 4, 14, 27]",0,0
283,206,"[825, 686, 256, 166, 198, 198, 198, 94, 198, 78, 227, 198, 198, 260, 106, 198, 198, 124, 0, 82, 72, 130, 0, 77, 0, 10, 0, 0, 115, 70, 71, 0, 171, 131, 0, 45, 38, 62, 33, 66, 38, 0, 0, 24, 19, 122, 16, 71, 46, 0, 0, 0, 0, 0, 0, 0, 41, 60, 486, 0, 0, 92, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 28, 19, 0, 32, 0, 304, 32, 0, 31, 0, 0, 0, 0, 0, 64, 58, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 5, 23, 0, 0, 0, 0, 0, 12, 0, 23, 0, 0, 0, 36, 27, 0, 12, 4, 7, 12, 0]",0,29
284,476,"[563, 278, 269, 209, 198, 198, 198, 248, 198, 212, 238, 198, 198, 0, 93, 0, 0, 136, 0, 63, 64, 57, 0, 63, 0, 13, 105, 0, 101, 30, 35, 0, 0, 207, 0, 0, 29, 61, 32, 59, 18, 0, 0, 14, 24, 118, 21, 0, 42, 0, 0, 0, 0, 0, 0, 244, 17, 44, 0, 0, 196, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 134, 0, 0, 0, 19, 12, 0, 14, 158, 0, 14, 485, 0, 30, 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 101, 0, 0, 0, 0, 0, 0, 39, 0, 0, 24, 0, 0, 0, 0, 0, 11, 0, 19, 0, 0, 201, 33, 29, 0, 16, 4, 4, 17, 0]",1,185
285,222,"[785, 639, 312, 231, 198, 198, 198, 198, 198, 198, 229, 198, 198, 212, 116, 198, 198, 138, 0, 86, 73, 94, 0, 84, 0, 5, 0, 0, 134, 72, 70, 29, 147, 0, 0, 0, 54, 66, 43, 69, 39, 0, 0, 37, 38, 121, 35, 52, 87, 0, 0, 0, 0, 0, 0, 0, 29, 45, 0, 0, 0, 85, 374, 47, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 32, 27, 0, 28, 0, 0, 30, 0, 25, 0, 0, 244, 0, 0, 64, 65, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 37, 0, 0, 0, 0, 28, 6, 0, 21, 0, 0, 0, 62, 34, 0, 14, 1, 7, 8, 0]",0,0
286,168,"[790, 504, 275, 160, 198, 198, 198, 198, 198, 198, 210, 198, 198, 18, 87, 0, 0, 154, 0, 100, 58, 5, 112, 63, 0, 96, 123, 0, 25, 59, 61, 33, 0, 0, 0, 93, 31, 55, 29, 57, 67, 0, 0, 85, 68, 0, 77, 49, 39, 0, 0, 0, 28, 0, 0, 440, 34, 0, 0, 0, 0, 9, 0, 42, 0, 16, 82, 70, 0, 0, 0, 452, 31, 0, 0, 0, 0, 0, 25, 8, 0, 13, 305, 0, 21, 0, 14, 52, 410, 0, 0, 4, 0, 1, 5, 0, 0, 0, 0, 0, 42, 0, 23, 36, 0, 7, 0, 28, 9, 0, 0, 0, 0, 0, 15, 0, 17, 0, 0, 0, 0, 3, 0, 5, 23, 13, 4, 2]",0,0
287,210,"[972, 713, 236, 136, 198, 198, 198, 198, 198, 198, 206, 198, 198, 205, 91, 198, 198, 138, 0, 35, 52, 97, 84, 58, 0, 69, 100, 0, 19, 21, 25, 23, 142, 0, 0, 0, 39, 69, 42, 67, 90, 0, 0, 79, 53, 109, 60, 36, 28, 0, 0, 0, 0, 0, 0, 0, 37, 15, 153, 0, 0, 92, 305, 27, 0, 0, 68, 68, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 20, 18, 0, 14, 0, 29, 23, 0, 23, 36, 0, 126, 0, 7, 63, 63, 0, 0, 0, 0, 0, 0, 47, 0, 26, 49, 0, 7, 0, 0, 8, 0, 0, 0, 0, 13, 23, 198, 10, 0, 0, 0, 45, 0, 0, 5, 23, 20, 4, 0]",0,41
288,442,"[1119, 1012, 302, 242, 198, 198, 198, 198, 198, 198, 218, 198, 198, 0, 124, 198, 198, 116, 0, 47, 70, 66, 0, 73, 0, 23, 0, 0, 6, 44, 40, 0, 0, 103, 0, 22, 46, 75, 44, 70, 20, 0, 0, 25, 15, 0, 14, 35, 20, 0, 0, 0, 84, 0, 0, 0, 28, 39, 0, 0, 222, 0, 375, 41, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 164, 0, 0, 0, 34, 30, 0, 26, 0, 0, 29, 0, 20, 0, 0, 255, 0, 0, 0, 0, 0, 47, 0, 0, 75, 0, 0, 0, 0, 0, 0, 3, 0, 5, 2, 0, 198, 0, 0, 0, 10, 0, 21, 198, 0, 0, 0, 1, 0, 16, 0, 9, 12, 28]",0,0
289,427,"[1072, 877, 337, 248, 198, 198, 198, 198, 198, 198, 269, 198, 198, 0, 144, 198, 198, 127, 0, 135, 72, 15, 0, 70, 0, 121, 119, 0, 6, 111, 112, 0, 0, 0, 0, 0, 39, 66, 38, 63, 39, 0, 473, 35, 30, 0, 23, 61, 48, 0, 0, 0, 101, 0, 0, 0, 24, 18, 0, 0, 33, 0, 0, 45, 0, 0, 0, 0, 0, 0, 315, 0, 40, 0, 27, 0, 0, 0, 37, 19, 0, 24, 0, 0, 33, 0, 30, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 198, 2, 198, 0, 0, 0, 0, 0, 0, 31, 10, 0, 3, 0, 0, 0, 0, 0, 0, 15, 2, 8, 18, 37]",0,3
290,232,"[831, 676, 245, 155, 198, 198, 198, 198, 198, 198, 222, 198, 198, 42, 118, 0, 0, 121, 22, 78, 33, 16, 0, 33, 512, 129, 0, 1, 96, 63, 64, 44, 2, 22, 438, 0, 98, 64, 79, 70, 28, 0, 0, 27, 14, 0, 16, 64, 28, 0, 0, 0, 52, 0, 0, 0, 25, 26, 0, 0, 0, 13, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 33, 37, 0, 12, 0, 0, 24, 0, 35, 0, 0, 0, 0, 0, 0, 0, 15, 3, 0, 0, 0, 0, 25, 0, 3, 30, 0, 25, 0, 0, 33, 0, 0, 0, 0, 0, 3, 0, 11, 0, 0, 0, 0, 28, 0, 3, 2, 4, 3, 20]",1,120
291,17,"[417, 339, 222, 153, 198, 198, 198, 198, 198, 198, 24, 0, 0, 98, 18, 0, 0, 4, 561, 19, 33, 29, 0, 37, 0, 1, 38, 397, 53, 18, 17, 0, 15, 122, 0, 0, 33, 1, 20, 2, 18, 0, 0, 3, 11, 0, 3, 18, 37, 0, 0, 198, 125, 1770, 198, 0, 28, 25, 0, 1730, 0, 38, 0, 0, 0, 29, 24, 45, 0, 0, 0, 0, 4, 0, 0, 2, 0, 104, 15, 8, 0, 13, 0, 0, 12, 0, 5, 4, 0, 0, 0, 3, 8, 3, 0, 45, 198, 198, 0, 69, 0, 0, 0, 0, 0, 17, 0, 0, 21, 0, 0, 0, 0, 0, 6, 0, 2, 0, 66, 0, 0, 14, 0, 16, 0, 1, 6, 48]",0,0
292,27,"[1166, 909, 257, 148, 198, 198, 198, 198, 198, 198, 19, 0, 0, 243, 17, 0, 0, 1, 0, 88, 59, 87, 131, 61, 0, 23, 0, 0, 115, 61, 70, 0, 142, 15, 0, 24, 37, 2, 40, 1, 34, 410, 0, 30, 21, 0, 18, 42, 27, 0, 0, 198, 78, 0, 198, 0, 30, 33, 0, 0, 0, 101, 0, 0, 0, 0, 123, 113, 0, 283, 0, 0, 1, 0, 0, 0, 0, 0, 28, 23, 0, 18, 0, 0, 29, 0, 32, 0, 0, 0, 0, 19, 67, 66, 0, 2, 198, 198, 0, 71, 0, 0, 0, 0, 0, 31, 0, 3, 28, 0, 0, 0, 0, 31, 12, 0, 11, 0, 0, 0, 0, 33, 0, 16, 3, 6, 16, 42]",0,0
